Alfredo Sauce,Anchovies,Artichoke,Artichokes,Arugula,Asiago Cheese,Bacon,Barbecue Sauce,Barbecued Chicken,Beef Chuck Roast,Blue Cheese,Brie Carre Cheese,Calabrese Salami,Capocollo,Caramelized Onions,Chicken,Chipotle Sauce,Chorizo Sausage,Cilantro,Coarse Sicilian Salami,Corn,Eggplant,Feta Cheese,Fontina Cheese,Friggitello Peppers,Garlic,Genoa Salami,Goat Cheese,Gorgonzola Piccante Cheese,Gouda Cheese,Green Olives,Green Peppers,Italian Sausage,Jalapeno Peppers,Kalamata Olives,Luganega Sausage,Mozzarella Cheese,Mushrooms,Nduja Salami,Onions,Oregano,Pancetta,Parmigiano Reggiano Cheese,Pears,Peperoncini verdi,Pepperoni,Pesto Sauce,Pineapple,Plum Tomatoes,Prosciutto,Prosciutto di San Daniele,Provolone Cheese,Red Onions,Red Peppers,Ricotta Cheese,Romano Cheese,Sliced Ham,Smoked Gouda Cheese,Soppressata Salami,Spinach,Sun-dried Tomatoes,Thai Sweet Chilli Sauce,Thyme,Tomato Sauce,Tomatoes,Zucchini
0.8699999999999999,0.0,0.14,1.42,0.39,0.5700000000000001,0.24,0.66,0.63,0.0,0.46,0.0,0.2,0.75,0.0,1.55,0.44,0.46,0.71,0.16,0.76,0.26,0.58,0.16,0.14,3.4999999999999996,0.0,1.1400000000000001,0.16,0.13,0.92,0.6799999999999999,0.18,0.78,0.39,0.17,4.960000000000001,1.05,0.16,0.08,0.42000000000000004,0.03,0.08,0.0,0.14,1.7300000000000002,0.35,0.48000000000000004,0.1,0.0,0.51,0.28,1.9899999999999998,2.5200000000000005,0.19,0.24,0.3,0.42,0.0,1.37,0.19,0.66,0.0,5.55,2.9599999999999995,0.55
0.0,0.07,0.28,0.42,0.39,0.15,0.94,0.88,0.84,0.58,0.23,0.0,0.1,0.88,0.0,0.9099999999999999,0.48,0.92,0.93,0.48,0.9,0.0,0.8799999999999999,0.54,0.28,5.380000000000001,0.0,1.54,0.32,0.26,1.07,0.88,0.36,1.1500000000000001,0.27,0.51,8.190000000000003,1.4300000000000002,0.32,0.24,0.7000000000000001,0.06,0.16,0.0,0.14,3.8700000000000006,0.28,1.2200000000000002,0.0,0.0,0.51,0.14,2.6899999999999995,2.5300000000000002,0.38,0.12,1.2,0.21,0.21,1.52,0.0,0.44,0.0,8.24,3.9899999999999993,0.22
0.29,0.14,0.28,0.7000000000000001,0.26,0.18000000000000002,0.47,0.88,0.84,0.0,0.23,0.0,0.4,0.7100000000000001,0.0,1.42,0.39999999999999997,0.46,0.49,0.16,0.62,0.13,0.24,0.32,0.14,3.2500000000000004,0.26,0.27,0.48,0.26,0.78,0.72,0.18,0.81,0.34,0.17,6.2700000000000005,0.28,0.16,0.08,0.0,0.03,0.24,0.0,0.07,2.0900000000000003,0.38,0.8200000000000001,0.1,0.0,0.34,0.14,1.71,2.4600000000000004,0.5700000000000001,0.12,0.6,0.21,0.0,0.8600000000000001,0.08,0.88,0.0,4.89,2.96,0.22
0.29,0.14,0.0,0.27,0.0,0.33,0.8099999999999999,0.22,0.21,0.58,0.0,0.0,0.1,0.32,0.0,1.05,0.24,0.23,0.75,0.0,0.5800000000000001,0.0,0.44,0.22,0.42000000000000004,2.16,0.26,0.27,0.16,0.0,0.5700000000000001,0.28,0.09,0.5900000000000001,0.27,0.0,4.79,0.6100000000000001,0.48,0.0,0.0,0.09,0.08,0.0,0.07,2.2600000000000002,0.0,1.02,0.0,0.0,0.0,0.0,1.87,1.5899999999999999,0.19,0.0,0.8999999999999999,0.0,0.21,0.5,0.0,0.66,0.0,2.9999999999999996,2.6699999999999995,0.11
0.0,0.21000000000000002,0.28,1.33,0.39,0.6799999999999999,1.1500000000000001,1.1,1.05,0.0,0.46,0.28,0.1,0.7700000000000001,0.22,0.95,0.24,0.0,0.18,0.16,0.32,0.13,0.41999999999999993,0.76,0.14,5.450000000000001,0.52,0.9400000000000001,0.8,0.26,0.4700000000000001,0.92,0.0,0.56,0.54,0.17,7.49,1.03,0.16,0.08,0.28,0.03,0.4,0.14,0.14,2.56,0.24000000000000002,1.09,0.1,0.12,0.51,0.28,2.87,2.7700000000000005,0.95,0.24,0.8999999999999999,0.42,0.42,1.4500000000000002,0.08,0.88,0.22,6.8,3.8900000000000006,0.33
0.0,0.14,0.14,0.15,0.26,0.04,0.12,0.66,0.63,0.8699999999999999,0.23,0.0,0.0,0.53,0.0,0.81,0.56,0.23,0.7999999999999999,0.16,0.92,0.13,0.8,0.38,0.0,3.760000000000001,0.26,0.6000000000000001,0.0,0.13,0.54,0.5599999999999999,0.09,0.8600000000000001,0.33,0.17,3.5199999999999996,0.81,0.0,0.08,0.42000000000000004,0.0,0.0,0.0,0.0,1.7200000000000002,0.38,0.14,0.0,0.0,0.34,0.14,1.3300000000000003,2.0,0.0,0.12,0.0,0.21,0.21,0.7599999999999999,0.0,0.44,0.0,4.26,2.9499999999999997,0.22
0.0,0.14,0.0,0.74,0.13,0.38,1.05,0.22,0.21,0.58,0.0,0.14,0.5,1.6800000000000002,0.11,0.33,0.08,0.6900000000000001,0.44,0.16,0.28,0.0,0.65,0.0,0.0,3.6900000000000004,0.52,1.54,0.0,0.0,1.1900000000000002,0.44,0.27,0.34,0.49,0.17,5.000000000000003,0.9300000000000002,0.0,0.08,0.7000000000000001,0.0,0.0,0.07,0.14,3.92,0.0,0.6100000000000001,0.05,0.06,0.17,0.0,2.2,1.24,0.0,0.0,0.6,0.0,0.0,0.89,0.04,0.22,0.11,6.44,3.1599999999999993,0.11
1.16,0.21000000000000002,0.28,0.3,0.13,0.6000000000000001,0.0,0.66,0.63,0.29,0.23,0.0,0.2,1.02,0.0,1.6,0.43999999999999995,0.0,0.71,0.32,0.76,0.0,0.26,0.32,0.28,4.16,0.26,1.34,0.32,0.26,0.98,0.6,0.0,0.9800000000000001,0.11,0.34,4.48,0.42,0.32,0.16,0.56,0.06,0.16,0.0,0.14,1.33,0.14,0.34,0.0,0.0,0.17,0.14,1.8500000000000003,2.3299999999999996,0.38,0.12,0.3,0.21,0.0,0.63,0.0,0.22,0.0,4.279999999999999,3.35,0.11
0.29,0.0,0.0,1.05,0.0,0.22000000000000003,0.6900000000000001,0.0,0.0,0.29,0.23,0.0,0.30000000000000004,1.03,0.0,1.56,0.2,0.0,0.53,0.32,0.44000000000000006,0.13,0.8899999999999999,0.0,0.0,3.3400000000000007,0.52,0.9400000000000001,0.16,0.0,0.87,0.16,0.0,0.42000000000000004,0.62,0.34,4.87,1.2799999999999998,0.0,0.16,0.28,0.0,0.08,0.0,0.14,1.65,0.52,1.6300000000000003,0.15000000000000002,0.0,0.0,0.14,1.9600000000000002,2.22,0.19,0.12,1.5,0.21,0.0,1.5600000000000003,0.12,0.88,0.0,4.42,3.0899999999999994,0.22
0.29,0.07,0.42000000000000004,1.9900000000000002,0.39,0.6,0.6900000000000001,0.22,0.21,0.58,0.23,0.0,0.2,1.33,0.0,1.0,0.39999999999999997,0.0,0.49,0.32,0.62,0.26,0.77,1.3599999999999999,0.0,6.1800000000000015,1.04,1.75,0.96,0.39,0.82,0.44,0.0,1.01,0.66,0.34,7.200000000000002,1.4999999999999998,0.0,0.16,0.28,0.0,0.48,0.0,0.35000000000000003,3.41,0.35,0.7500000000000001,0.1,0.0,0.51,0.14,2.06,2.03,1.1400000000000001,0.12,0.6,0.21,0.84,1.3000000000000003,0.19,0.66,0.0,7.83,4.129999999999999,0.55
0.0,0.0,0.28,0.92,0.0,0.22999999999999998,0.35,0.66,0.63,1.74,0.46,0.0,0.30000000000000004,0.7200000000000001,0.0,0.51,0.16,0.23,0.31,0.0,0.30000000000000004,0.13,1.29,0.54,0.0,3.1600000000000006,0.52,0.27,0.0,0.26,0.39,0.72,0.09,0.65,0.88,0.0,3.2799999999999994,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.0300000000000002,0.25,0.41000000000000003,0.05,0.0,0.0,0.28,1.8000000000000003,1.3699999999999999,0.0,0.24,0.3,0.42,0.21,0.8,0.15,0.44,0.0,3.4399999999999995,2.63,0.44
0.29,0.0,0.0,1.29,0.13,0.52,0.9299999999999999,1.1,1.05,1.45,0.46,0.0,0.0,0.38,0.0,0.78,0.72,0.46,0.5399999999999999,0.0,0.9600000000000001,0.13,1.16,0.22,0.0,4.010000000000001,0.52,0.54,0.16,0.0,0.28,1.08,0.18,0.48000000000000004,0.65,0.0,5.760000000000002,1.29,0.0,0.0,0.0,0.0,0.08,0.0,0.14,3.2300000000000004,0.54,0.9500000000000001,0.0,0.0,0.17,0.28,2.22,2.57,0.19,0.24,0.8999999999999999,0.42,0.21,1.11,0.22,0.44,0.0,4.6899999999999995,3.36,0.33
0.0,0.07,0.28,2.65,0.39,0.08,0.23,1.54,1.47,1.16,0.46,0.0,0.2,0.9200000000000002,0.0,0.9600000000000001,0.31999999999999995,0.0,0.62,0.32,0.6000000000000001,0.52,1.21,0.98,0.14,6.010000000000001,0.52,1.55,0.32,0.26,1.1,1.6800000000000002,0.0,0.9000000000000001,0.78,0.34,9.070000000000002,1.36,0.16,0.16,0.14,0.03,0.16,0.0,0.35000000000000003,3.6899999999999995,0.8500000000000001,1.6300000000000003,0.1,0.0,0.51,0.28,2.3600000000000003,3.0500000000000007,0.38,0.24,1.5,0.42,0.63,1.7600000000000002,0.41000000000000003,0.88,0.0,7.579999999999999,5.199999999999999,1.32
0.29,0.0,0.14,0.5,0.0,0.18000000000000002,0.35,0.22,0.21,0.0,0.46,0.14,0.0,0.14,0.11,0.69,0.16,0.23,0.31,0.64,0.30000000000000004,0.0,0.3,0.38,0.42000000000000004,2.75,0.26,0.0,0.16,0.13,0.4,0.36,0.09,0.45000000000000007,0.17,0.68,3.88,0.8300000000000001,0.48,0.32,0.0,0.09,0.08,0.07,0.0,0.85,0.29000000000000004,0.6100000000000001,0.05,0.06,0.0,0.28,1.45,1.02,0.19,0.24,0.6,0.42,0.21,0.74,0.15,0.22,0.11,3.0699999999999994,1.9199999999999997,0.11
0.29,0.0,0.14,1.0099999999999998,0.0,0.5900000000000001,1.3800000000000001,0.44,0.42,0.0,0.0,0.0,0.0,0.49,0.0,0.51,0.24000000000000002,0.0,0.75,0.0,0.5800000000000001,0.13,0.38,0.16,0.14,2.46,0.0,1.1400000000000001,0.16,0.13,0.28,0.52,0.0,0.7900000000000001,0.32000000000000006,0.0,4.84,1.21,0.16,0.0,0.42000000000000004,0.03,0.08,0.0,0.14,3.0300000000000007,0.1,1.35,0.05,0.0,0.0,0.0,2.3300000000000005,1.7400000000000002,0.19,0.0,1.5,0.0,0.0,1.12,0.04,0.0,0.0,3.5800000000000005,2.23,0.33
0.0,0.0,0.0,0.95,0.0,0.08,1.1500000000000001,0.44,0.42,0.29,0.46,0.0,0.30000000000000004,0.77,0.0,0.51,0.24,0.0,0.18,0.0,0.32,0.13,0.47000000000000003,0.44,0.0,3.17,0.52,0.54,0.48,0.0,0.67,0.56,0.0,0.16,0.28,0.0,4.790000000000001,1.07,0.0,0.0,0.0,0.0,0.24,0.0,0.14,3.2600000000000002,0.39,0.14,0.05,0.0,0.0,0.28,1.8799999999999997,1.82,0.5700000000000001,0.24,0.0,0.42,0.42,1.01,0.15,0.44,0.0,3.3899999999999992,2.17,0.44
0.58,0.07,0.42000000000000004,0.44999999999999996,0.26,0.32,1.05,0.44,0.42,0.58,0.23,0.0,0.30000000000000004,0.68,0.0,1.7999999999999998,0.24,0.6900000000000001,0.75,0.16,0.5800000000000001,0.0,0.61,0.48,0.14,3.4800000000000004,0.26,0.81,0.16,0.39,1.1300000000000001,0.44,0.27,1.1900000000000002,0.22,0.17,4.9399999999999995,0.8700000000000001,0.16,0.08,0.0,0.03,0.08,0.0,0.21000000000000002,1.8900000000000001,0.42000000000000004,0.48000000000000004,0.0,0.0,0.34,0.14,1.93,2.37,0.19,0.12,0.3,0.21,0.0,1.3399999999999999,0.0,0.66,0.0,4.930000000000001,3.32,0.11
0.0,0.07,0.42000000000000004,1.0699999999999998,0.0,0.15,0.46,0.44,0.42,0.29,0.0,0.14,0.0,0.05,0.11,0.6599999999999999,0.0,0.0,0.0,0.16,0.0,0.0,0.39,0.48,0.14,2.0300000000000002,0.0,0.27,0.0,0.39,0.18,0.4,0.0,0.6000000000000001,0.33,0.17,3.0099999999999993,0.48000000000000004,0.16,0.08,0.0,0.03,0.0,0.07,0.07,1.36,0.3,0.75,0.05,0.06,0.0,0.0,1.06,1.13,0.0,0.0,0.6,0.0,0.0,0.6900000000000001,0.26,0.66,0.11,2.4,1.75,0.0
0.29,0.07,0.56,1.27,0.0,0.37,0.46,1.1,1.05,0.8699999999999999,0.0,0.0,0.0,0.6900000000000001,0.0,0.8600000000000001,0.35999999999999993,0.0,0.84,0.0,0.7400000000000001,0.0,0.8699999999999999,1.08,0.28,4.29,0.52,1.21,0.0,0.52,0.08,0.92,0.0,1.4699999999999998,0.72,0.0,4.05,0.69,0.32,0.0,0.28,0.06,0.0,0.0,0.21000000000000002,2.12,0.43000000000000005,0.81,0.1,0.0,0.0,0.0,2.0500000000000007,2.02,0.0,0.0,0.8999999999999999,0.0,0.42,1.3400000000000003,0.19,0.0,0.0,3.769999999999999,3.5500000000000007,0.11
0.29,0.21000000000000002,0.56,1.5700000000000003,0.13,0.44999999999999996,0.58,0.22,0.21,0.58,0.23,0.14,0.0,0.89,0.11,2.57,0.6,0.23,1.02,0.32,1.06,0.13,1.0299999999999998,0.64,0.14,6.3000000000000025,1.04,1.28,0.48,0.52,1.0,0.8,0.09,1.6300000000000001,0.61,0.34,8.79,1.6100000000000003,0.16,0.16,0.14,0.03,0.24,0.07,0.28,3.77,0.53,1.98,0.1,0.06,0.17,0.14,2.9499999999999993,3.76,0.5700000000000001,0.12,1.5,0.21,0.0,2.2800000000000002,0.19,1.98,0.11,7.429999999999999,5.84,0.66
0.0,0.07,0.14,0.44999999999999996,0.0,0.0,1.3800000000000001,0.0,0.0,0.29,0.46,0.0,0.0,0.1,0.0,0.22,0.12,0.0,0.09,0.16,0.16,0.13,0.27,0.6,0.0,2.65,0.0,0.54,0.48,0.13,0.18,0.2,0.0,0.28,0.11,0.17,4.160000000000001,1.08,0.0,0.08,0.0,0.0,0.24,0.0,0.14,1.6300000000000001,0.1,0.6100000000000001,0.0,0.0,0.0,0.28,1.3199999999999998,1.08,0.5700000000000001,0.24,0.6,0.42,0.42,0.21,0.0,0.22,0.0,2.7499999999999996,1.04,0.33
0.0,0.21000000000000002,0.42000000000000004,0.8,0.13,0.08,1.04,0.44,0.42,1.45,0.46,0.0,0.5,1.1600000000000001,0.0,0.8,0.32,0.23,0.62,0.32,0.6000000000000001,0.26,1.19,0.48,0.14,4.830000000000001,0.52,0.74,0.0,0.39,1.3699999999999999,0.44,0.09,1.1,0.72,0.34,4.69,0.6800000000000002,0.16,0.16,0.14,0.03,0.0,0.0,0.14,2.0700000000000003,0.2,0.21000000000000002,0.05,0.0,0.17,0.28,2.6399999999999997,1.97,0.0,0.24,0.0,0.42,0.0,0.7300000000000001,0.04,0.66,0.0,5.130000000000001,3.8300000000000005,0.55
0.58,0.07,0.42000000000000004,1.19,0.13,0.7,1.04,0.88,0.84,0.8699999999999999,0.0,0.14,0.4,1.2500000000000002,0.11,1.35,0.36,0.23,0.84,0.8,0.74,0.0,0.8399999999999999,0.9199999999999999,0.14,5.580000000000001,0.78,0.67,0.48,0.39,1.1,0.96,0.09,1.27,0.6,0.8500000000000001,9.44,1.2799999999999998,0.16,0.4,0.28,0.03,0.24,0.07,0.07,6.600000000000001,0.44,1.2200000000000002,0.05,0.06,0.17,0.0,3.1199999999999997,2.6000000000000005,0.5700000000000001,0.0,1.2,0.0,0.42,1.31,0.26,0.44,0.11,7.779999999999999,4.6499999999999995,0.22
0.0,0.14,0.14,1.2200000000000002,0.13,0.31,1.04,0.66,0.63,0.29,0.0,0.0,0.2,1.1,0.0,0.43000000000000005,0.24,0.23,0.75,0.32,0.5800000000000001,0.13,0.55,0.38,0.0,3.66,1.04,1.01,0.48,0.13,1.18,0.76,0.09,0.79,0.33,0.34,5.620000000000001,1.2900000000000003,0.0,0.16,0.14,0.0,0.24,0.0,0.21000000000000002,3.1300000000000003,0.25,0.6100000000000001,0.05,0.0,0.17,0.0,1.95,1.56,0.5700000000000001,0.0,0.6,0.0,0.21,1.12,0.15,0.22,0.0,5.390000000000001,3.73,0.33
0.8699999999999999,0.0,0.7000000000000001,0.89,0.0,0.8,0.36,0.44,0.42,0.0,0.0,0.14,0.0,0.6400000000000001,0.11,1.5500000000000003,0.24000000000000002,0.6900000000000001,0.75,0.32,0.5800000000000001,0.13,0.21,0.8,0.28,3.480000000000001,0.52,0.9400000000000001,0.16,0.65,0.2,0.72,0.27,1.5899999999999999,0.27,0.34,4.38,0.77,0.32,0.16,0.28,0.06,0.08,0.07,0.14,2.6800000000000006,0.1,0.68,0.05,0.06,0.0,0.0,1.71,1.9200000000000004,0.19,0.0,0.6,0.0,0.0,0.9700000000000001,0.04,0.44,0.11,4.6099999999999985,3.0099999999999993,0.44
0.29,0.14,0.14,1.5100000000000002,0.0,0.63,1.16,0.66,0.63,1.16,0.46,0.0,0.4,1.1,0.0,1.1300000000000001,0.16,0.46,0.31,0.48,0.30000000000000004,0.0,1.3900000000000001,0.6,0.14,5.4300000000000015,0.26,0.8700000000000001,0.64,0.13,1.5400000000000003,1.0,0.18,0.45000000000000007,0.9299999999999999,0.51,8.400000000000002,1.9499999999999997,0.16,0.24,0.42000000000000004,0.03,0.32,0.0,0.07,3.33,0.3,1.36,0.1,0.0,0.0,0.28,3.5700000000000003,2.5000000000000004,0.76,0.24,1.2,0.42,0.42,2.0300000000000002,0.3,0.88,0.0,7.719999999999998,4.309999999999999,0.33
0.0,0.28,0.28,0.3,0.13,0.0,0.7,0.22,0.21,0.0,0.23,0.14,0.30000000000000004,0.49,0.11,1.09,0.04,0.46,0.22,0.0,0.14,0.0,0.09,0.54,0.28,4.310000000000001,0.0,0.54,0.48,0.26,0.7100000000000001,0.76,0.18,0.5700000000000001,0.0,0.0,6.430000000000001,0.75,0.32,0.0,0.0,0.06,0.24,0.07,0.14,1.29,0.42000000000000004,1.02,0.0,0.06,0.17,0.14,2.4,1.8800000000000001,0.5700000000000001,0.12,0.8999999999999999,0.21,0.21,1.3,0.0,0.66,0.11,4.93,2.8600000000000003,0.55
0.29,0.21000000000000002,0.42000000000000004,0.56,0.13,0.59,0.35,0.44,0.42,0.58,0.0,0.0,0.2,0.52,0.0,0.94,0.27999999999999997,0.23,0.4,0.64,0.46,0.0,0.48,0.48,0.0,3.660000000000001,0.0,0.4,0.48,0.39,0.8999999999999999,0.52,0.09,0.9300000000000002,0.54,0.68,6.210000000000003,0.34,0.0,0.32,0.28,0.0,0.24,0.0,0.0,3.1200000000000006,0.14,0.9500000000000002,0.05,0.0,0.17,0.0,1.8400000000000003,1.6400000000000001,0.5700000000000001,0.0,0.8999999999999999,0.0,0.0,1.05,0.04,0.44,0.0,5.18,3.0599999999999996,0.11
0.0,0.07,0.14,0.8500000000000001,0.26,0.08,1.4,0.66,0.63,0.58,0.23,0.0,0.30000000000000004,0.7200000000000001,0.0,0.61,0.27999999999999997,0.92,0.4,0.32,0.46,0.0,0.6,0.38,0.0,2.6900000000000004,0.52,0.27,0.0,0.13,0.67,0.6799999999999999,0.36,0.53,0.56,0.34,5.14,0.6300000000000001,0.0,0.16,0.0,0.0,0.0,0.0,0.07,2.74,0.29000000000000004,0.41000000000000003,0.1,0.0,0.34,0.14,1.7400000000000004,1.7500000000000002,0.0,0.12,0.3,0.21,0.21,0.8400000000000001,0.19,0.44,0.0,4.6899999999999995,2.5999999999999996,0.11
0.0,0.07,0.14,0.6,0.0,0.08,0.0,0.66,0.63,0.0,0.0,0.0,0.2,0.8,0.0,0.1,0.04,0.0,0.22,0.0,0.14,0.26,0.09,0.82,0.0,2.63,0.52,0.4,0.0,0.13,0.34,0.7599999999999999,0.0,0.37,0.0,0.0,2.14,0.9500000000000002,0.0,0.0,0.28,0.0,0.0,0.0,0.0,1.51,0.35,0.0,0.0,0.0,0.0,0.0,0.9,0.9199999999999998,0.0,0.0,0.0,0.0,0.63,0.3,0.11,0.0,0.0,2.6099999999999994,1.75,0.55
0.0,0.14,0.28,0.42,0.52,0.22999999999999998,0.6900000000000001,0.44,0.42,0.8699999999999999,0.23,0.14,0.1,0.77,0.11,1.38,0.7599999999999999,0.0,1.9,0.64,1.62,0.0,0.78,0.54,0.42000000000000004,5.3500000000000005,0.52,0.9400000000000001,0.64,0.26,1.53,0.76,0.0,1.9100000000000004,0.38,0.68,7.420000000000001,1.1600000000000001,0.48,0.32,0.28,0.09,0.32,0.07,0.14,1.5000000000000002,0.28,0.48000000000000004,0.0,0.06,0.68,0.14,2.6199999999999997,2.68,0.76,0.12,0.3,0.21,0.21,1.6800000000000002,0.0,0.66,0.11,7.0299999999999985,5.419999999999999,0.33
0.29,0.14,0.7000000000000001,2.3499999999999996,0.13,0.18000000000000002,1.05,0.66,0.63,0.29,0.92,0.0,0.1,0.52,0.0,1.6400000000000001,0.43999999999999995,0.6900000000000001,0.71,0.64,0.76,0.26,0.6699999999999999,1.02,0.0,5.9,0.26,1.35,0.48,0.65,1.2500000000000002,1.1199999999999999,0.27,1.5799999999999998,0.45,0.68,10.570000000000002,1.4500000000000002,0.0,0.32,0.0,0.0,0.24,0.0,0.35000000000000003,3.4899999999999998,0.79,2.5100000000000002,0.1,0.0,0.17,0.56,2.29,3.0300000000000007,0.5700000000000001,0.48,2.4,0.84,0.21,2.07,0.41,1.1,0.0,7.51,4.679999999999999,0.88
0.29,0.0,0.0,0.8999999999999999,0.0,0.14,0.94,0.22,0.21,0.8699999999999999,0.92,0.14,0.30000000000000004,0.5700000000000001,0.11,0.98,0.32,0.92,0.62,0.16,0.6000000000000001,0.13,0.72,0.44,0.28,3.99,0.0,0.47000000000000003,0.32,0.0,0.49,0.44,0.36,0.5,0.33,0.17,5.500000000000002,1.19,0.32,0.08,0.14,0.06,0.16,0.07,0.07,1.52,0.4,0.48000000000000004,0.0,0.06,0.0,0.56,2.0100000000000002,1.7099999999999997,0.38,0.48,0.3,0.84,0.42,0.39999999999999997,0.22,0.66,0.11,5.0,2.5500000000000003,0.33
0.0,0.14,0.56,0.95,0.13,0.04,0.36,1.32,1.26,0.8699999999999999,0.46,0.0,0.1,0.37,0.0,0.95,0.16,0.6900000000000001,0.31,0.16,0.30000000000000004,0.39,1.0899999999999999,1.08,0.28,4.880000000000001,0.26,0.54,0.32,0.52,0.95,1.2000000000000002,0.27,1.05,0.5,0.17,5.330000000000002,1.2400000000000002,0.32,0.08,0.0,0.06,0.16,0.0,0.14,0.65,0.30000000000000004,0.8200000000000001,0.05,0.0,0.17,0.28,2.17,2.3200000000000003,0.38,0.24,0.6,0.42,0.42,1.23,0.04,0.88,0.0,5.579999999999998,3.4600000000000004,0.88
0.0,0.0,0.14,0.6,0.26,0.16,0.8099999999999999,0.22,0.21,0.0,0.0,0.0,0.30000000000000004,1.1800000000000002,0.0,1.0,0.32,0.23,0.62,0.16,0.6000000000000001,0.26,0.16,0.38,0.14,3.2100000000000004,1.04,0.74,0.16,0.13,1.05,0.56,0.09,0.7000000000000001,0.0,0.17,5.130000000000002,1.1,0.16,0.08,0.14,0.03,0.08,0.0,0.14,2.8000000000000003,0.48,0.7500000000000001,0.0,0.0,0.34,0.0,1.49,2.1,0.19,0.0,0.6,0.0,0.21,1.1400000000000001,0.0,0.66,0.0,4.659999999999999,3.39,0.66
0.29,0.0,0.7000000000000001,0.7699999999999999,0.0,0.37,0.7,0.22,0.21,0.0,0.23,0.0,0.1,0.8,0.0,0.49000000000000005,0.16,0.46,0.31,0.32,0.30000000000000004,0.13,0.29000000000000004,1.02,0.0,3.0800000000000005,0.52,0.6000000000000001,0.32,0.65,0.61,0.24,0.18,1.25,0.22000000000000003,0.34,3.65,0.8200000000000001,0.0,0.16,0.42000000000000004,0.0,0.16,0.0,0.0,1.55,0.25,0.81,0.05,0.0,0.0,0.14,1.06,1.0099999999999998,0.38,0.12,0.8999999999999999,0.21,0.21,0.92,0.15,0.0,0.0,4.06,1.8299999999999994,0.22
0.0,0.0,0.28,0.2,0.26,0.12,0.7,0.66,0.63,0.0,0.46,0.0,0.2,0.81,0.0,0.06,0.0,0.46,0.0,0.0,0.0,0.0,0.21,0.76,0.14,2.24,0.78,0.2,0.0,0.26,0.26,1.08,0.18,0.4,0.17,0.0,4.51,1.2400000000000002,0.16,0.0,0.14,0.03,0.0,0.0,0.0,2.18,0.0,0.81,0.05,0.0,0.34,0.28,1.51,0.9699999999999999,0.0,0.24,0.8999999999999999,0.42,0.42,0.6900000000000001,0.04,0.0,0.0,4.75,1.3800000000000003,0.33
0.0,0.07,0.0,0.4,0.0,0.16,0.58,0.0,0.0,0.0,0.23,0.0,0.0,0.56,0.0,0.53,0.24,0.23,0.75,0.32,0.5800000000000001,0.0,0.42,0.0,0.14,1.8100000000000003,1.04,0.0,0.0,0.0,0.28,0.2,0.09,0.5900000000000001,0.34,0.34,3.27,0.72,0.16,0.16,0.0,0.03,0.0,0.0,0.0,2.32,0.14,0.6100000000000001,0.1,0.0,0.0,0.14,1.47,0.8899999999999999,0.0,0.12,0.6,0.21,0.0,0.81,0.08,0.22,0.0,2.6699999999999995,2.28,0.11
0.29,0.0,0.14,0.32,0.26,0.29000000000000004,0.48,0.0,0.0,0.58,0.0,0.14,0.1,0.26,0.11,0.56,0.36,0.92,0.27,0.0,0.48,0.0,0.64,0.16,0.14,2.4400000000000004,0.0,0.2,0.64,0.13,0.6900000000000001,0.28,0.36,0.44000000000000006,0.44,0.0,4.270000000000001,0.75,0.16,0.0,0.14,0.03,0.32,0.07,0.0,2.2600000000000002,0.28,0.0,0.05,0.06,0.34,0.0,1.07,0.9399999999999998,0.76,0.0,0.0,0.0,0.0,1.3600000000000003,0.04,0.0,0.11,5.33,1.3500000000000003,0.11
0.29,0.07,0.0,1.0,0.0,0.22000000000000003,1.4,0.44,0.42,0.29,0.46,0.14,0.1,0.56,0.11,1.12,0.36,0.92,0.84,0.48,0.7400000000000001,0.13,0.6799999999999999,0.0,0.0,3.64,0.52,0.81,0.16,0.0,0.79,0.64,0.36,0.67,0.45,0.51,6.699999999999999,1.13,0.0,0.24,0.0,0.0,0.08,0.07,0.21000000000000002,3.29,0.38,1.4900000000000002,0.1,0.06,0.0,0.28,2.14,2.2000000000000006,0.19,0.24,1.5,0.42,0.0,1.36,0.08,0.44,0.11,5.12,3.3,0.44
0.29,0.21000000000000002,0.42000000000000004,1.6800000000000002,0.0,0.78,1.28,0.66,0.63,0.29,0.46,0.0,0.30000000000000004,0.63,0.0,2.16,0.48,0.6900000000000001,0.9299999999999999,0.16,0.9,0.26,0.6299999999999999,0.7,0.14,4.880000000000001,0.26,0.54,0.0,0.39,0.73,0.96,0.27,1.35,0.8200000000000001,0.17,8.810000000000002,1.2400000000000002,0.16,0.08,0.0,0.03,0.0,0.0,0.14,4.37,0.48000000000000004,2.1100000000000003,0.15000000000000002,0.0,0.0,0.28,3.3199999999999994,3.5900000000000003,0.0,0.24,1.7999999999999998,0.42,0.21,1.9500000000000006,0.12,1.54,0.0,6.130000000000001,4.899999999999999,0.66
