ingredient_Alfredo Sauce,ingredient_Anchovies,ingredient_Artichoke,ingredient_Artichokes,ingredient_Arugula,ingredient_Asiago Cheese,ingredient_Bacon,ingredient_Barbecue Sauce,ingredient_Barbecued Chicken,ingredient_Beef Chuck Roast,ingredient_Blue Cheese,ingredient_Brie Carre Cheese,ingredient_Calabrese Salami,ingredient_Capocollo,ingredient_Caramelized Onions,ingredient_Chicken,ingredient_Chipotle Sauce,ingredient_Chorizo Sausage,ingredient_Cilantro,ingredient_Coarse Sicilian Salami,ingredient_Corn,ingredient_Eggplant,ingredient_Feta Cheese,ingredient_Fontina Cheese,ingredient_Friggitello Peppers,ingredient_Garlic,ingredient_Genoa Salami,ingredient_Goat Cheese,ingredient_Gorgonzola Piccante Cheese,ingredient_Gouda Cheese,ingredient_Green Olives,ingredient_Green Peppers,ingredient_Italian Sausage,ingredient_Jalapeno Peppers,ingredient_Kalamata Olives,ingredient_Luganega Sausage,ingredient_Mozzarella Cheese,ingredient_Mushrooms,ingredient_Nduja Salami,ingredient_Onions,ingredient_Oregano,ingredient_Pancetta,ingredient_Parmigiano Reggiano Cheese,ingredient_Pears,ingredient_Peperoncini verdi,ingredient_Pepperoni,ingredient_Pesto Sauce,ingredient_Pineapple,ingredient_Plum Tomatoes,ingredient_Prosciutto,ingredient_Prosciutto di San Daniele,ingredient_Provolone Cheese,ingredient_Red Onions,ingredient_Red Peppers,ingredient_Ricotta Cheese,ingredient_Romano Cheese,ingredient_Sliced Ham,ingredient_Smoked Gouda Cheese,ingredient_Soppressata Salami,ingredient_Spinach,ingredient_Sun-dried Tomatoes,ingredient_Thai Sweet Chilli Sauce,ingredient_Thyme,ingredient_Tomato Sauce,ingredient_Tomatoes,ingredient_Zucchini
0.29,0.0,0.56,1.3199999999999998,0.52,0.29,1.16,1.54,1.47,0.0,0.23,0.14,0.1,0.44,0.11,0.91,0.68,0.46,0.89,0.96,1.08,0.13,0.08,0.64,0.42,4.569999999999999,0.0,0.67,0.16,0.52,1.01,1.72,0.18,1.5399999999999998,0.05,1.02,9.150000000000002,1.15,0.48,0.48,0.28,0.09,0.08,0.07,0.07,4.799999999999999,0.55,0.41,0.0,0.06,0.68,0.14,2.48,3.14,0.19,0.12,0.3,0.21,0.0,1.17,0.33,0.44,0.11,7.169999999999999,4.180000000000001,0.55
0.0,0.07,0.28,1.02,0.13,0.15,0.12,0.0,0.0,0.58,0.23,0.0,0.0,0.18,0.0,0.71,0.3199999999999999,0.23,0.62,0.0,0.6000000000000001,0.13,0.62,0.54,0.14,3.21,0.0,0.47,0.16,0.26,0.36,0.2,0.09,0.9000000000000001,0.27,0.0,3.689999999999999,0.8700000000000001,0.16,0.0,0.14,0.03,0.08,0.0,0.07,0.49,0.54,0.95,0.0,0.0,0.17,0.14,1.3199999999999998,1.12,0.19,0.12,0.8999999999999999,0.21,0.21,1.05,0.22,0.44,0.0,3.589999999999999,2.3499999999999996,0.33
0.0,0.0,0.28,0.7699999999999999,0.13,0.15,0.24,0.0,0.0,0.29,0.0,0.0,0.0,0.28,0.0,0.77,0.04,0.46,0.22,0.32,0.14,0.0,0.5700000000000001,0.32,0.0,2.6700000000000004,0.0,1.01,0.16,0.26,0.2,0.08,0.18,0.5700000000000001,0.33,0.34,2.55,0.7,0.0,0.16,0.14,0.0,0.08,0.0,0.21,1.1800000000000002,0.28,0.41,0.05,0.0,0.17,0.0,0.96,0.85,0.19,0.0,0.3,0.0,0.0,0.95,0.04,0.44,0.0,3.65,1.86,0.0
0.8699999999999999,0.21,0.14,1.37,0.26,0.7300000000000001,1.27,0.44,0.42,0.29,0.23,0.0,0.1,0.9400000000000002,0.0,1.42,0.04,0.23,0.22,0.32,0.14,0.0,0.39,0.38,0.14,4.090000000000001,1.04,1.35,0.48,0.13,0.57,0.8,0.09,0.37,0.33,0.34,7.750000000000001,1.4099999999999997,0.16,0.16,0.0,0.03,0.24,0.0,0.35,5.8100000000000005,0.29,0.68,0.05,0.0,0.34,0.14,2.36,2.12,0.5700000000000001,0.12,0.6,0.21,0.21,0.95,0.15,0.44,0.0,6.679999999999999,3.75,0.22
0.0,0.07,0.14,0.0,0.13,0.08,0.0,0.44,0.42,0.0,0.23,0.0,0.0,0.41,0.0,0.29,0.16,0.0,0.31,0.0,0.3,0.0,0.16,0.16,0.14,1.3200000000000005,0.52,0.2,0.32,0.13,0.64,0.52,0.0,0.45,0.0,0.0,3.4800000000000004,0.54,0.16,0.0,0.14,0.03,0.16,0.0,0.0,1.81,0.0,0.6100000000000001,0.0,0.0,0.17,0.14,0.61,0.82,0.38,0.12,0.6,0.21,0.0,0.64,0.0,0.22,0.0,2.9499999999999993,1.53,0.11
0.58,0.14,0.42,1.29,0.13,0.6599999999999999,0.93,0.22,0.21,0.0,0.23,0.0,0.0,0.56,0.0,1.98,0.3999999999999999,0.46,0.49,0.32,0.62,0.0,0.63,0.92,0.14,5.130000000000002,0.52,1.01,0.48,0.39,0.36,0.16,0.18,1.01,0.61,0.34,6.3500000000000005,1.11,0.16,0.16,0.14,0.03,0.24,0.0,0.21,3.83,0.56,0.8200000000000001,0.15,0.0,0.17,0.14,2.390000000000001,2.68,0.5700000000000001,0.12,0.6,0.21,0.42,1.91,0.12,0.88,0.0,5.709999999999999,3.7,0.0
0.0,0.07,0.14,0.8700000000000001,0.39,0.2299999999999999,0.58,0.0,0.0,0.8699999999999999,0.23,0.0,0.3,0.98,0.0,0.17,0.32,0.23,0.62,0.32,0.6000000000000001,0.0,1.35,0.6,0.0,4.32,0.52,0.67,0.0,0.13,0.67,0.08,0.09,0.7000000000000001,0.89,0.34,4.570000000000001,1.46,0.0,0.16,0.28,0.0,0.0,0.0,0.07,1.96,0.0,1.08,0.15,0.0,0.51,0.14,2.6100000000000003,0.66,0.0,0.12,1.2,0.21,0.42,1.03,0.12,0.0,0.0,6.65,2.26,0.0
0.0,0.0,0.42,0.92,0.0,0.19,0.58,0.44,0.42,0.29,0.23,0.0,0.4,1.02,0.0,0.42,0.3199999999999999,0.23,0.62,0.16,0.6000000000000001,0.0,0.47,0.48,0.0,3.08,0.26,0.94,0.16,0.39,0.9,0.32,0.09,1.1,0.33,0.17,4.090000000000001,0.48,0.0,0.08,0.28,0.0,0.08,0.0,0.14,1.48,0.15,1.15,0.05,0.0,0.0,0.14,1.59,1.17,0.19,0.12,1.2,0.21,0.0,0.8400000000000001,0.15,0.22,0.0,3.7599999999999993,2.36,0.0
0.29,0.07,0.56,0.3,0.13,0.18,0.35,0.22,0.21,0.8699999999999999,0.6900000000000001,0.0,0.1,0.4,0.0,0.97,0.16,0.23,0.31,0.16,0.3,0.0,1.0499999999999998,0.64,0.14,3.39,0.26,0.2,0.16,0.52,1.15,0.36,0.09,1.05,0.33,0.17,3.18,1.36,0.16,0.08,0.14,0.03,0.08,0.0,0.0,0.85,0.29,0.14,0.0,0.0,0.17,0.42,1.68,1.31,0.19,0.36,0.0,0.63,0.0,1.4300000000000002,0.11,0.44,0.0,4.510000000000001,2.23,0.11
0.0,0.21,0.8400000000000001,0.95,0.13,0.2,1.06,0.22,0.21,0.8699999999999999,0.23,0.0,0.1,1.06,0.0,0.8200000000000001,0.3999999999999999,1.15,0.49,0.64,0.62,0.13,0.74,0.96,0.14,4.730000000000001,1.3,0.74,0.16,0.78,1.05,0.16,0.4499999999999999,1.61,0.5,0.68,5.660000000000001,0.3,0.16,0.32,0.14,0.03,0.08,0.0,0.14,4.510000000000001,0.25,0.21,0.05,0.0,0.17,0.14,1.41,1.5,0.19,0.12,0.0,0.21,0.0,0.7699999999999999,0.15,0.66,0.0,6.13,4.02,0.22
1.16,0.0,0.28,0.15,0.0,0.6000000000000001,0.7,0.66,0.63,0.29,0.0,0.14,0.4,0.7100000000000001,0.11,1.92,0.48,0.46,0.93,0.16,0.9,0.0,0.18,0.54,0.14,2.7800000000000007,0.26,0.27,0.32,0.26,0.62,0.48,0.18,1.15,0.11,0.17,5.05,0.47,0.16,0.08,0.0,0.03,0.16,0.07,0.07,2.62,0.0,0.75,0.0,0.06,0.0,0.0,1.78,2.45,0.38,0.0,0.6,0.0,0.21,0.08,0.0,0.66,0.11,3.5399999999999996,2.4,0.0
0.8699999999999999,0.14,0.28,1.0,0.13,0.5,0.94,1.32,1.26,0.58,0.23,0.14,0.4,1.03,0.11,1.79,0.64,0.92,1.24,0.48,1.2000000000000002,0.0,0.78,0.76,0.14,5.5200000000000005,0.52,0.74,0.32,0.26,0.98,1.08,0.36,1.4,0.56,0.51,7.080000000000001,0.97,0.16,0.24,0.14,0.03,0.16,0.07,0.14,2.03,0.43,0.95,0.1,0.06,0.17,0.14,2.969999999999999,3.12,0.38,0.12,0.8999999999999999,0.21,0.42,1.17,0.19,0.44,0.11,6.29,4.45,0.11
0.29,0.28,0.98,1.11,0.65,0.63,1.06,0.22,0.21,0.8699999999999999,0.92,0.14,0.2,1.2000000000000002,0.11,1.39,0.72,1.15,1.11,0.48,1.2200000000000002,0.26,0.89,1.12,0.14,8.270000000000001,0.26,1.81,0.8,0.91,1.16,0.44,0.4499999999999999,2.31,0.48,0.51,11.300000000000002,1.2699999999999998,0.16,0.24,0.7000000000000001,0.03,0.4,0.07,0.21,3.8400000000000007,0.34,2.1,0.0,0.06,0.8500000000000001,0.56,3.1000000000000005,2.62,0.95,0.48,2.1,0.84,0.0,1.4000000000000004,0.0,0.66,0.11,12.010000000000003,5.08,0.55
0.58,0.21,0.28,1.37,0.26,0.55,0.6900000000000001,0.88,0.84,0.58,0.0,0.14,0.3,1.1700000000000002,0.11,1.79,0.4,0.0,1.63,0.32,1.14,0.39,0.8099999999999999,1.2,0.14,5.690000000000001,0.78,0.94,0.16,0.26,1.6700000000000002,0.76,0.0,1.6700000000000002,0.44,0.34,7.18,1.55,0.16,0.16,0.28,0.03,0.08,0.07,0.14,4.2299999999999995,0.5900000000000001,0.7500000000000001,0.05,0.06,0.34,0.0,2.6600000000000006,3.0000000000000004,0.19,0.0,0.6,0.0,0.84,1.5900000000000003,0.15,0.66,0.11,6.7799999999999985,5.47,0.77
1.16,0.0,0.7000000000000001,1.2199999999999998,0.52,0.7100000000000001,1.05,0.66,0.63,0.8699999999999999,0.6900000000000001,0.14,0.2,0.41,0.11,1.81,0.16,0.6900000000000001,0.31,0.16,0.3,0.13,0.75,1.02,0.14,4.260000000000001,0.0,0.81,0.32,0.65,0.36,0.6799999999999999,0.27,1.25,0.55,0.17,7.23,0.9400000000000002,0.16,0.08,0.0,0.03,0.16,0.07,0.21,4.76,0.39,0.41,0.05,0.06,0.68,0.42,2.0700000000000007,2.3600000000000003,0.38,0.36,0.3,0.63,0.21,0.99,0.15,0.44,0.11,7.380000000000001,2.5499999999999994,0.33
0.29,0.0,0.42,0.7999999999999999,0.26,0.22,0.59,0.0,0.0,0.58,0.0,0.0,0.1,0.46,0.0,0.7000000000000002,0.12,0.6900000000000001,0.66,0.0,0.42,0.39,0.48,0.7,0.0,2.3,0.52,0.27,0.16,0.39,0.13,0.2,0.27,1.11,0.39,0.0,3.4599999999999995,0.47,0.0,0.0,0.0,0.0,0.08,0.0,0.07,1.91,0.44,0.54,0.05,0.0,0.34,0.0,0.8200000000000001,0.93,0.19,0.0,0.6,0.0,0.21,0.63,0.04,0.0,0.0,3.979999999999999,1.83,0.77
0.29,0.07,0.7000000000000001,1.1,0.0,0.14,1.05,0.66,0.63,0.0,0.23,0.0,0.3,0.62,0.0,0.8700000000000001,0.12,0.6900000000000001,0.09,0.32,0.16,0.0,0.21,1.02,0.0,3.790000000000001,0.0,0.74,0.32,0.65,0.67,0.6799999999999999,0.27,1.08,0.17,0.34,4.760000000000001,0.79,0.0,0.16,0.14,0.0,0.16,0.0,0.14,1.91,0.5800000000000001,0.34,0.05,0.0,0.0,0.14,1.59,1.7000000000000002,0.38,0.12,0.3,0.21,0.21,1.13,0.26,0.22,0.0,4.28,2.2,0.11
0.29,0.14,0.56,0.62,0.13,0.41,0.7,0.0,0.0,0.58,0.23,0.0,0.4,1.12,0.0,1.35,0.16,0.46,0.31,0.16,0.3,0.13,0.57,0.86,0.0,3.810000000000001,0.78,0.47,0.0,0.52,0.7799999999999999,0.0,0.18,1.05,0.44,0.17,4.58,0.5,0.0,0.08,0.14,0.0,0.0,0.0,0.07,3.18,0.24,0.8200000000000001,0.05,0.0,0.17,0.14,1.7300000000000004,1.6899999999999995,0.0,0.12,0.6,0.21,0.21,0.7400000000000001,0.04,0.88,0.0,4.81,2.97,0.22
0.0,0.07,0.14,1.02,0.26,0.27,0.47,0.44,0.42,1.45,0.92,0.0,0.0,0.47,0.0,0.41,0.36,0.46,0.27,0.48,0.48,0.13,1.2399999999999998,0.6,0.0,4.11,0.78,0.27,0.16,0.13,0.94,0.32,0.18,0.44,0.6,0.51,4.98,1.01,0.0,0.24,0.0,0.0,0.08,0.0,0.07,2.95,0.4,0.41,0.0,0.0,0.34,0.56,1.36,1.21,0.19,0.48,0.3,0.84,0.42,0.94,0.22,0.44,0.0,5.32,3.109999999999999,0.22
1.45,0.07,0.42,0.15,0.13,0.7000000000000001,0.71,0.66,0.63,0.58,0.0,0.0,0.1,0.18,0.0,1.7000000000000002,0.16,0.92,0.31,0.0,0.3,0.0,0.45,0.48,0.0,1.99,0.0,0.27,0.48,0.39,0.21,0.48,0.36,0.8500000000000001,0.22,0.0,3.3000000000000003,0.5,0.0,0.0,0.0,0.0,0.24,0.0,0.07,1.34,0.0,0.07,0.0,0.0,0.17,0.0,1.32,1.81,0.5700000000000001,0.0,0.0,0.0,0.0,0.1699999999999999,0.0,0.22,0.0,3.5700000000000003,1.2400000000000002,0.0
0.29,0.07,0.28,1.3,0.0,0.26,0.5800000000000001,0.0,0.0,0.0,0.23,0.0,0.3,1.2200000000000002,0.0,1.11,0.24,0.23,0.75,0.32,0.5800000000000001,0.13,0.4199999999999999,0.54,0.0,3.9,0.78,1.21,0.16,0.26,0.67,0.24,0.09,0.99,0.34,0.34,5.910000000000001,0.8,0.0,0.16,0.28,0.0,0.08,0.0,0.21,4.040000000000001,0.25,1.29,0.1,0.0,0.0,0.14,1.95,1.6700000000000002,0.19,0.12,1.2,0.21,0.21,0.91,0.19,0.66,0.0,4.85,3.22,0.44
0.0,0.07,0.42,1.17,0.26,0.15,0.71,0.88,0.84,0.8699999999999999,0.92,0.14,0.0,0.67,0.11,1.3299999999999998,0.28,0.92,0.97,0.96,0.7200000000000001,0.0,0.8799999999999999,0.92,0.14,5.940000000000001,0.0,1.61,0.16,0.39,1.24,1.04,0.36,1.36,0.38,1.02,9.960000000000004,1.4500000000000002,0.16,0.48,0.56,0.03,0.08,0.07,0.21,3.5900000000000003,0.7200000000000001,2.3699999999999997,0.0,0.06,0.34,0.56,1.82,2.5600000000000005,0.19,0.48,2.4,0.84,0.42,1.8300000000000003,0.22,0.66,0.11,8.630000000000003,5.0,0.22
0.58,0.14,0.14,0.8999999999999999,0.13,0.32,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.35,0.2,0.92,0.53,0.0,0.44,0.13,0.09,0.16,0.14,2.8000000000000003,0.26,1.01,0.0,0.13,0.16,0.24,0.36,0.6200000000000001,0.0,0.0,4.699999999999999,0.47,0.16,0.0,0.14,0.03,0.0,0.0,0.21,2.6700000000000004,0.53,0.95,0.0,0.0,0.17,0.0,1.33,1.7099999999999995,0.0,0.0,0.8999999999999999,0.0,0.0,0.8,0.11,0.44,0.0,3.76,2.58,0.44
0.0,0.07,0.0,1.0,0.13,0.04,1.62,0.66,0.63,0.0,0.0,0.0,0.3,0.8600000000000001,0.0,0.66,0.28,0.46,0.97,0.64,0.7200000000000001,0.0,0.5800000000000001,0.0,0.28,3.29,0.26,1.28,0.16,0.0,1.43,0.6,0.18,0.76,0.34,0.68,5.409999999999999,1.16,0.32,0.32,0.14,0.06,0.08,0.0,0.28,2.99,0.0,0.14,0.1,0.0,0.17,0.0,2.6500000000000004,1.93,0.19,0.0,0.0,0.0,0.0,1.1,0.08,0.44,0.0,4.849999999999999,3.5,0.11
0.0,0.0,0.8400000000000001,1.12,0.26,0.19,0.81,0.44,0.42,0.0,0.23,0.14,0.3,0.79,0.11,0.78,0.3999999999999999,0.23,1.06,0.32,0.8800000000000001,0.0,0.3299999999999999,0.96,0.14,3.62,0.26,0.4,0.0,0.78,0.5900000000000001,0.6799999999999999,0.09,2.04,0.39,0.34,5.250000000000001,0.9300000000000002,0.16,0.16,0.28,0.03,0.0,0.07,0.0,2.46,0.44,0.6100000000000001,0.1,0.06,0.34,0.14,2.01,1.6,0.0,0.12,0.6,0.21,0.0,1.3200000000000005,0.3,0.22,0.11,5.44,2.8499999999999996,0.11
0.0,0.0,0.0,0.3,0.39,0.04,0.48,0.22,0.21,0.29,0.23,0.14,0.5,0.8400000000000001,0.11,0.39,0.2799999999999999,0.92,0.4,0.16,0.46,0.13,0.43,0.44,0.0,3.0800000000000005,0.26,0.27,0.16,0.0,1.31,0.16,0.36,0.33,0.11,0.17,3.74,0.76,0.0,0.08,0.0,0.0,0.08,0.07,0.07,0.79,0.24,0.34,0.0,0.06,0.51,0.14,1.16,0.85,0.19,0.12,0.3,0.21,0.42,0.72,0.0,0.22,0.11,5.16,1.81,0.22
0.0,0.07,0.0,0.8500000000000001,0.0,0.04,0.12,0.88,0.84,0.29,0.0,0.0,0.1,0.37,0.0,0.45,0.2799999999999999,0.23,0.4,0.16,0.46,0.13,0.6699999999999999,0.0,0.0,2.06,0.26,0.54,0.32,0.0,0.87,0.72,0.09,0.33,0.45,0.17,4.380000000000002,0.6599999999999999,0.0,0.08,0.0,0.0,0.16,0.0,0.14,1.1700000000000002,0.1,1.4900000000000002,0.1,0.0,0.0,0.0,1.05,1.36,0.38,0.0,1.5,0.0,0.0,0.93,0.08,0.44,0.0,3.4,2.15,0.22
0.29,0.21,0.56,1.2400000000000002,0.26,0.48,0.12,0.66,0.63,0.58,0.0,0.0,0.6000000000000001,1.2500000000000002,0.0,1.16,0.3999999999999999,0.23,0.49,0.16,0.62,0.0,0.69,0.86,0.56,5.680000000000001,0.26,1.28,0.32,0.52,1.12,0.5599999999999999,0.09,1.21,0.66,0.17,6.130000000000002,0.52,0.64,0.08,0.14,0.12,0.16,0.0,0.28,1.9200000000000004,0.14,0.75,0.1,0.0,0.34,0.0,2.9299999999999997,1.84,0.38,0.0,0.6,0.0,0.21,1.08,0.08,0.66,0.0,6.7299999999999995,4.09,0.0
0.29,0.07,0.56,0.39,0.26,0.48,0.81,0.44,0.42,0.0,0.23,0.42,0.4,0.8400000000000001,0.33,1.17,0.32,0.23,0.62,0.16,0.6000000000000001,0.0,0.45,0.86,0.0,5.420000000000002,0.26,0.47,0.16,0.52,0.7,0.56,0.09,1.3,0.1,0.17,5.070000000000003,1.41,0.0,0.08,0.14,0.0,0.08,0.21,0.07,2.9100000000000006,0.28,0.41,0.0,0.18,0.34,0.14,3.0400000000000005,2.0400000000000005,0.19,0.12,0.3,0.21,0.21,1.31,0.0,0.44,0.33,6.210000000000001,2.76,0.22
0.58,0.0,0.42,1.29,0.13,0.5800000000000001,0.0,0.44,0.42,0.0,0.46,0.0,0.3,0.6200000000000001,0.0,1.21,0.16,0.0,0.31,0.48,0.3,0.13,0.62,0.48,0.0,3.63,0.0,0.74,0.16,0.39,0.97,0.8,0.0,0.8500000000000001,0.6100000000000001,0.51,4.3,0.86,0.0,0.24,0.14,0.0,0.08,0.0,0.14,0.75,0.24,0.9500000000000002,0.15,0.0,0.17,0.28,2.3299999999999996,1.87,0.19,0.24,0.8999999999999999,0.42,0.0,2.0100000000000007,0.12,0.44,0.0,4.179999999999999,2.61,0.66
0.58,0.0,0.56,1.78,0.26,0.8800000000000001,1.16,1.76,1.68,0.0,0.6900000000000001,0.0,0.2,0.5700000000000001,0.0,1.62,0.16,0.46,0.31,0.48,0.3,0.13,0.24,0.86,0.28,4.07,0.0,0.67,0.32,0.52,0.56,1.84,0.18,1.05,0.54,0.51,7.62,0.91,0.32,0.24,0.28,0.06,0.16,0.0,0.07,2.4000000000000004,0.54,0.8200000000000001,0.1,0.0,0.34,0.42,2.97,3.67,0.38,0.36,0.6,0.63,0.21,1.97,0.3,0.88,0.0,5.41,4.21,0.66
0.8699999999999999,0.0,0.28,0.5,0.0,0.46,0.58,0.44,0.42,0.29,0.23,0.14,0.1,0.27,0.11,1.13,0.16,0.23,0.31,0.16,0.3,0.0,0.47,0.32,0.28,1.98,0.26,0.0,0.32,0.26,0.51,0.4,0.09,0.65,0.28,0.17,3.49,0.79,0.32,0.08,0.0,0.06,0.16,0.07,0.0,1.63,0.15,0.34,0.05,0.06,0.0,0.14,1.4500000000000002,1.4,0.38,0.12,0.3,0.21,0.0,0.66,0.15,0.22,0.11,3.129999999999999,1.5,0.0
0.0,0.14,0.42,1.74,0.26,0.4599999999999999,1.16,0.22,0.21,0.29,0.23,0.0,0.7,1.78,0.0,0.23,0.2,0.46,0.53,0.16,0.44,0.13,0.6299999999999999,0.92,0.14,4.600000000000001,1.04,0.67,0.0,0.39,1.1700000000000002,0.4,0.18,1.02,0.72,0.17,8.47,1.2,0.16,0.08,0.28,0.03,0.0,0.0,0.07,5.820000000000001,0.4,1.89,0.15,0.0,0.34,0.14,2.7799999999999994,1.0,0.0,0.12,2.0999999999999996,0.21,0.42,1.23,0.3399999999999999,0.0,0.0,8.19,3.4399999999999995,0.22
0.8699999999999999,0.0,0.42,1.02,0.13,0.6900000000000001,1.16,0.22,0.21,0.0,0.23,0.0,0.3,1.2000000000000002,0.0,1.4900000000000002,0.24,0.46,0.75,0.16,0.5800000000000001,0.26,0.1699999999999999,0.92,0.0,3.54,0.78,0.6000000000000001,0.32,0.39,0.77,0.36,0.18,1.19,0.05,0.17,6.140000000000001,1.2500000000000002,0.0,0.08,0.42,0.0,0.16,0.0,0.0,3.34,0.5,1.2200000000000002,0.0,0.0,0.17,0.14,1.88,2.26,0.38,0.12,1.2,0.21,0.42,0.85,0.22,0.44,0.0,5.2,2.9799999999999995,0.55
0.0,0.0,0.0,1.27,0.0,0.2299999999999999,0.7,0.44,0.42,1.16,0.0,0.14,0.2,0.6400000000000001,0.11,0.52,0.08,0.46,0.44,0.16,0.28,0.13,1.13,0.0,0.14,2.7500000000000004,0.52,0.54,0.48,0.0,0.64,0.64,0.18,0.34,0.83,0.17,3.92,0.7600000000000001,0.16,0.08,0.0,0.03,0.24,0.07,0.14,2.1,0.25,0.14,0.1,0.06,0.0,0.0,1.8500000000000003,1.27,0.5700000000000001,0.0,0.0,0.0,0.0,1.16,0.19,0.44,0.11,4.239999999999999,2.84,0.44
0.29,0.14,0.56,1.49,0.26,0.52,1.27,0.88,0.84,0.58,0.0,0.0,0.2,1.03,0.0,1.2400000000000002,0.24,0.23,0.75,0.32,0.5800000000000001,0.13,0.48,1.3,0.28,5.440000000000002,0.52,1.14,0.96,0.52,0.62,0.76,0.09,1.39,0.49,0.34,9.020000000000003,0.8500000000000001,0.32,0.16,0.42,0.06,0.48,0.0,0.14,4.700000000000001,0.68,0.95,0.05,0.0,0.34,0.0,2.4499999999999997,2.66,1.14,0.0,0.8999999999999999,0.0,0.63,1.3199999999999998,0.26,0.44,0.0,7.180000000000001,4.509999999999999,0.33
0.29,0.14,0.7000000000000001,0.59,0.13,0.48,0.93,0.22,0.21,0.0,0.0,0.0,0.0,0.27,0.0,1.71,0.12,0.46,0.66,0.0,0.42,0.13,0.2,0.8,0.14,2.3800000000000003,0.26,0.2,0.32,0.65,0.44,0.28,0.18,1.51,0.27,0.0,4.940000000000001,0.48,0.16,0.0,0.14,0.03,0.16,0.0,0.0,2.5000000000000004,0.24,0.8900000000000001,0.05,0.0,0.17,0.0,1.5100000000000002,2.23,0.38,0.0,0.6,0.0,0.0,1.23,0.04,1.1,0.0,3.799999999999999,2.8400000000000003,0.33
0.29,0.07,0.28,0.5,0.13,0.14,0.7,0.44,0.42,0.29,0.0,0.14,0.1,0.26,0.11,0.53,0.04,0.46,0.22,0.32,0.14,0.0,0.48,0.32,0.28,2.78,0.0,0.2,0.64,0.26,0.41,0.44,0.18,0.5700000000000001,0.28,0.34,6.53,0.6100000000000001,0.32,0.16,0.14,0.06,0.32,0.07,0.0,3.49,0.29,1.08,0.05,0.06,0.17,0.0,1.68,1.04,0.76,0.0,1.2,0.0,0.0,0.7800000000000001,0.15,0.0,0.11,5.300000000000001,1.65,0.11
0.29,0.14,0.0,0.42,0.0,0.29,0.47,0.66,0.63,0.58,0.46,0.14,0.1,0.23,0.11,0.6700000000000002,0.3199999999999999,0.46,0.62,0.0,0.6000000000000001,0.0,0.36,0.0,0.0,2.75,0.0,0.54,0.16,0.0,0.29,0.7999999999999999,0.18,0.5,0.27,0.0,4.790000000000001,0.4,0.0,0.0,0.0,0.0,0.08,0.07,0.14,2.51,0.28,0.81,0.0,0.06,0.0,0.28,1.47,1.4900000000000004,0.19,0.24,0.8999999999999999,0.42,0.0,0.76,0.0,0.0,0.11,3.3499999999999996,2.27,0.22
0.29,0.07,0.42,0.6,0.52,0.22,0.35,0.44,0.42,0.0,0.23,0.28,0.1,0.67,0.22,0.8200000000000001,0.08,0.23,0.44,0.16,0.28,0.0,0.0,0.48,0.28,2.829999999999999,0.52,0.4,0.16,0.39,0.31,0.64,0.09,0.9400000000000002,0.0,0.17,5.880000000000001,0.4,0.32,0.08,0.28,0.06,0.08,0.14,0.0,2.18,0.44,1.15,0.0,0.12,0.68,0.14,1.2,1.36,0.19,0.12,1.2,0.21,0.0,0.73,0.22,0.22,0.22,5.590000000000001,2.4499999999999993,0.22
0.8699999999999999,0.0,0.28,1.02,0.13,0.61,1.39,0.66,0.63,0.58,0.46,0.0,0.3,0.7100000000000001,0.0,1.5799999999999998,0.2799999999999999,0.46,0.4,0.0,0.46,0.13,0.44,0.54,0.42,3.2800000000000007,0.26,0.47,0.0,0.26,0.67,0.48,0.18,0.7300000000000001,0.27,0.0,5.78,0.79,0.48,0.0,0.14,0.09,0.0,0.0,0.07,2.8600000000000003,0.6799999999999999,0.9500000000000002,0.0,0.0,0.17,0.28,2.22,2.63,0.0,0.24,0.8999999999999999,0.42,0.21,1.02,0.22,0.44,0.0,4.09,3.0099999999999993,0.22
0.29,0.07,0.28,0.7,0.0,0.22,0.12,0.22,0.21,0.29,0.23,0.0,0.1,0.51,0.0,0.8999999999999999,0.12,0.23,0.09,0.16,0.16,0.0,0.42,0.54,0.14,2.16,0.52,0.54,0.0,0.26,0.31,0.16,0.09,0.48,0.45,0.17,2.61,0.18,0.16,0.08,0.0,0.03,0.0,0.0,0.14,1.15,0.0,0.7500000000000002,0.1,0.0,0.0,0.14,0.8099999999999999,1.0599999999999998,0.0,0.12,0.6,0.21,0.21,0.48,0.08,0.66,0.0,2.4,1.83,0.0
0.29,0.07,0.28,0.92,0.39,0.4499999999999999,0.46,0.88,0.84,0.0,0.6900000000000001,0.0,0.2,1.15,0.0,1.8700000000000003,0.56,0.0,0.7999999999999999,0.48,0.92,0.0,0.3,0.76,0.28,5.680000000000002,1.04,1.28,0.48,0.26,0.6400000000000001,1.12,0.0,1.06,0.22,0.51,8.040000000000001,1.05,0.32,0.24,0.14,0.06,0.24,0.0,0.28,2.03,0.28,1.5000000000000002,0.05,0.0,0.51,0.42,2.8000000000000007,3.4400000000000004,0.5700000000000001,0.36,1.2,0.63,0.42,1.38,0.04,1.32,0.0,6.18,5.000000000000002,0.44
